id,topic,score
283,1,0.7560485601425171
284,15,0.37842419743537903
285,15,0.6504705548286438
286,15,0.4892233908176422
287,15,0.5836288332939148
288,15,0.514817476272583
289,11,0.4648192226886749
290,7,0.4806664288043976
291,15,0.3434979319572449
292,15,0.4210233688354492
293,15,0.5802147388458252
294,15,0.568864643573761
295,15,0.562191367149353
296,1,0.2293119728565216
297,7,0.27682313323020935
298,15,0.5738236308097839
299,15,0.4304244816303253
300,1,0.3721281886100769
301,14,0.36152514815330505
302,0,0.4143054783344269
303,0,0.5007099509239197
304,15,0.7969599962234497
305,1,0.4367278814315796
306,1,0.46942031383514404
307,1,0.689110517501831
308,0,0.28216326236724854
309,15,0.7856422662734985
310,0,0.2448979765176773
311,15,0.6306725740432739
312,15,0.42094671726226807
313,0,0.6477152705192566
314,6,0.3124940097332001
315,6,0.3559077978134155
316,1,0.4920223653316498
317,15,0.6566857099533081
318,15,0.4271531403064728
319,15,0.6044511795043945
320,15,0.5219242572784424
321,15,0.631420373916626
322,15,0.735476016998291
323,15,0.7856422662734985
324,0,0.4832145869731903
325,15,0.40091201663017273
326,0,0.4397113025188446
327,15,0.5908821821212769
328,0,0.4263922870159149
329,15,0.36930686235427856
330,13,0.28691497445106506
331,15,0.6774698495864868
332,6,0.3824256360530853
333,7,0.37320318818092346
334,0,0.7015645503997803
335,12,0.5766003727912903
336,12,0.613577663898468
337,15,0.7970705628395081
338,15,0.7970705628395081
339,15,0.7179341316223145
340,15,0.49147099256515503
341,0,0.80611252784729
342,15,0.45922979712486267
343,15,0.31805360317230225
344,14,0.40612125396728516
345,0,0.38404205441474915
346,0,0.39068740606307983
347,15,0.6767683029174805
348,1,0.2854538559913635
349,1,0.4280143678188324
350,6,0.2800884246826172
351,3,0.3587226867675781
352,15,0.41839656233787537
353,15,0.40482574701309204
354,15,0.5501310229301453
355,15,0.5806317925453186
356,0,0.32824936509132385
357,15,0.4369794428348541
358,15,0.39718785881996155
359,3,0.390286922454834
360,12,0.5158553123474121
361,14,0.58555006980896
362,14,0.5600923895835876
363,14,0.37441134452819824
364,15,0.7382237911224365
365,1,0.34090718626976013
366,6,0.6510831713676453
367,9,0.30214181542396545
368,14,0.35902857780456543
369,14,0.6865343451499939
370,9,0.5887026786804199
371,14,0.6553794145584106
372,13,0.3641035556793213
373,1,0.49776121973991394
374,1,0.3739803731441498
377,15,0.4138212502002716
378,6,0.48555901646614075
379,11,0.4400259852409363
380,1,0.6854522824287415
381,15,0.3585830628871918
382,8,0.3479491174221039
383,1,0.6023021936416626
384,5,0.53045654296875
385,1,0.35892826318740845
386,13,0.3490206301212311
387,6,0.6725414991378784
388,13,0.36430415511131287
389,1,0.5650269985198975
390,15,0.436755895614624
391,1,0.3899981379508972
392,15,0.41370585560798645
393,12,0.5937591195106506
394,9,0.48498764634132385
395,1,0.5076595544815063
396,14,0.38205841183662415
397,12,0.48044949769973755
398,13,0.7346235513687134
399,12,0.7624159455299377
400,6,0.4598830044269562
401,0,0.5335136651992798
402,9,0.32674506306648254
403,5,0.5666323900222778
404,13,0.4172917604446411
405,9,0.31934019923210144
406,12,0.4979422390460968
407,15,0.37331703305244446
408,14,0.6415004134178162
409,1,0.5217715501785278
410,0,0.358815461397171
411,15,0.5385780334472656
412,9,0.5653135776519775
413,12,0.6060903668403625
414,15,0.6307691931724548
415,9,0.47205018997192383
416,15,0.5735037922859192
417,15,0.5216971635818481
418,6,0.3373061418533325
419,1,0.2661965489387512
420,6,0.39063751697540283
421,15,0.5268632769584656
422,0,0.4714047908782959
423,1,0.30411720275878906
424,14,0.36909613013267517
425,15,0.2740427255630493
426,1,0.5069400072097778
427,1,0.4130266308784485
428,1,0.4658743441104889
429,1,0.7064393758773804
430,15,0.4384143650531769
431,15,0.2760036289691925
432,15,0.615800678730011
433,13,0.4319646954536438
434,1,0.5353304147720337
435,15,0.6530104875564575
436,14,0.4953100085258484
437,3,0.33267322182655334
438,15,0.39410558342933655
439,14,0.6894357204437256
440,10,0.44587206840515137
441,1,0.5502575635910034
442,1,0.45024731755256653
443,1,0.3801572024822235
444,6,0.5542107224464417
445,15,0.3422686755657196
446,14,0.6162780523300171
447,0,0.3886752724647522
448,2,0.4262154698371887
449,14,0.2124234437942505
450,12,0.6194899082183838
451,1,0.3892034590244293
452,13,0.4366724491119385
453,15,0.5136650800704956
454,15,0.45828816294670105
455,9,0.554973840713501
456,15,0.4975235164165497
457,15,0.4611106216907501
458,0,0.4686563313007355
459,15,0.8089300990104675
460,9,0.6553693413734436
461,15,0.4557117521762848
462,15,0.4985729455947876
463,9,0.7519816160202026
464,15,0.4773690700531006
465,0,0.6274413466453552
466,10,0.48059025406837463
467,14,0.3694692850112915
468,15,0.30593833327293396
469,7,0.4199875593185425
470,1,0.2754514217376709
471,15,0.4357319474220276
472,15,0.3357745110988617
473,15,0.4402077794075012
474,6,0.4213603436946869
475,1,0.7691901922225952
476,6,0.40733790397644043
477,9,0.394349068403244
478,1,0.7003899812698364
479,15,0.5344186425209045
480,15,0.6625900864601135
481,15,0.5749999284744263
482,6,0.43104666471481323
483,15,0.4921242594718933
484,13,0.24246276915073395
485,15,0.5221329927444458
486,15,0.6581939458847046
487,9,0.3349544405937195
488,15,0.5185694098472595
489,14,0.5439311861991882
490,1,0.4683486819267273
491,14,0.47483134269714355
492,6,0.7828296422958374
493,1,0.7276352047920227
494,15,0.4395267069339752
495,15,0.5311050415039062
496,15,0.34982171654701233
497,15,0.3203834295272827
498,1,0.527570366859436
499,15,0.42204055190086365
500,15,0.39265304803848267
501,0,0.5691733956336975
502,15,0.5273477435112
503,0,0.6193574070930481
504,14,0.34195250272750854
505,0,0.3457680940628052
506,6,0.24302268028259277
507,14,0.3834904432296753
508,9,0.22475461661815643
509,15,0.34931647777557373
510,6,0.38840383291244507
511,15,0.6488455533981323
512,14,0.3942788541316986
513,0,0.4034346640110016
514,6,0.30135664343833923
515,0,0.33899977803230286
516,15,0.2944463789463043
517,8,0.534367024898529
518,11,0.25409042835235596
519,15,0.5115411281585693
520,14,0.48794907331466675
521,6,0.6547176837921143
522,6,0.7092181444168091
523,15,0.5771729350090027
524,1,0.46805739402770996
525,7,0.3939701020717621
526,5,0.38511237502098083
527,15,0.7446673512458801
528,14,0.4911062717437744
529,15,0.6819522380828857
530,15,0.55418860912323
531,1,0.42413434386253357
532,15,0.6122745275497437
533,15,0.5868608355522156
534,15,0.425832599401474
535,15,0.6223604679107666
536,14,0.38409101963043213
537,15,0.7476544380187988
538,12,0.4041508138179779
539,13,0.40107712149620056
540,6,0.7285163998603821
541,15,0.5821754336357117
542,15,0.39588701725006104
543,8,0.5668706297874451
544,1,0.5726358890533447
545,15,0.3050588071346283
546,1,0.3703009784221649
547,1,0.4057909846305847
548,14,0.4221954643726349
549,7,0.4829738736152649
550,14,0.40198642015457153
551,14,0.3579431474208832
552,1,0.47760921716690063
553,15,0.40556472539901733
554,14,0.29102811217308044
555,6,0.3148108422756195
556,7,0.3056241571903229
557,0,0.22716650366783142
558,0,0.2501258850097656
559,0,0.4025563597679138
560,15,0.2814084589481354
561,1,0.31831619143486023
562,14,0.7211400270462036
563,15,0.6573644280433655
564,1,0.39686569571495056
565,15,0.33212220668792725
566,15,0.529810905456543
567,7,0.34052973985671997
568,15,0.4627158045768738
569,14,0.36590415239334106
570,1,0.39798495173454285
571,0,0.47295039892196655
572,6,0.3900657296180725
573,1,0.45035186409950256
574,15,0.4583221673965454
575,6,0.2918139398097992
576,0,0.31913793087005615
577,6,0.3013920783996582
578,6,0.3070564270019531
579,0,0.4625832736492157
580,0,0.4161703884601593
581,6,0.4006552994251251
582,0,0.3596862852573395
583,15,0.39011111855506897
584,6,0.5392531752586365
585,12,0.3092668652534485
586,10,0.2779177129268646
587,4,0.4502873420715332
588,0,0.24896793067455292
589,6,0.30023258924484253
590,15,0.526695191860199
591,0,0.6269239187240601
592,0,0.3958419859409332
593,15,0.6170067191123962
594,15,0.3701811730861664
595,15,0.3758683502674103
596,15,0.38899245858192444
597,15,0.5161893963813782
598,15,0.3699132800102234
599,1,0.45566001534461975
600,6,0.4886288344860077
601,1,0.29971563816070557
602,7,0.3277737498283386
603,5,0.3367074728012085
604,5,0.33958902955055237
605,5,0.19232210516929626
606,5,0.5473818778991699
607,0,0.38500070571899414
608,15,0.4985348582267761
609,15,0.43334150314331055
610,15,0.6207250356674194
611,15,0.6696094274520874
612,15,0.39388176798820496
613,6,0.269380658864975
614,15,0.46538713574409485
615,7,0.5867889523506165
616,15,0.3471401631832123
617,15,0.38969719409942627
618,15,0.3190182149410248
619,15,0.5016343593597412
620,15,0.444546103477478
621,15,0.40611666440963745
622,15,0.32140979170799255
623,7,0.33308732509613037
624,15,0.4818620979785919
625,5,0.38883623480796814
626,5,0.3824697434902191
627,5,0.4547463059425354
628,15,0.40574362874031067
629,15,0.531927227973938
630,15,0.3348587453365326
631,15,0.504410445690155
632,14,0.38884562253952026
633,6,0.44027554988861084
634,1,0.30823472142219543
635,15,0.4139293432235718
636,1,0.43915998935699463
637,0,0.29320192337036133
638,15,0.24294431507587433
639,15,0.355314701795578
640,5,0.483474463224411
641,1,0.5029874444007874
642,1,0.5282500982284546
643,9,0.3775189220905304
644,2,0.3921106457710266
645,15,0.36016255617141724
646,3,0.39470502734184265
647,1,0.47267916798591614
648,15,0.41402468085289
649,1,0.4214479327201843
650,1,0.41642630100250244
651,12,0.38438281416893005
652,15,0.42521989345550537
653,5,0.2747243344783783
654,0,0.4836972951889038
655,15,0.4550648331642151
656,1,0.46723267436027527
657,5,0.3786858022212982
658,8,0.28631651401519775
659,5,0.4577636122703552
660,5,0.5338159799575806
661,0,0.2967885136604309
662,15,0.4232971668243408
663,15,0.547072172164917
664,15,0.43940499424934387
665,1,0.7013962268829346
666,15,0.45518243312835693
667,15,0.39761289954185486
668,15,0.5539475083351135
669,15,0.3909483551979065
670,15,0.5119906663894653
671,15,0.3702944815158844
672,15,0.5371233224868774
673,1,0.2875824570655823
674,14,0.5038104057312012
675,15,0.4097014367580414
676,15,0.41832810640335083
677,15,0.5764236450195312
678,15,0.5910916328430176
679,15,0.44499826431274414
680,6,0.24616627395153046
681,5,0.46202322840690613
682,15,0.35023850202560425
683,15,0.5235154628753662
684,15,0.3902014493942261
685,5,0.2943139970302582
686,1,0.5390385985374451
687,15,0.3676128089427948
688,1,0.36417239904403687
689,9,0.3578851819038391
690,15,0.3704705238342285
691,5,0.6073691248893738
692,15,0.26730895042419434
693,15,0.3358458876609802
694,15,0.4528100788593292
695,15,0.509387195110321
696,15,0.4088468551635742
697,5,0.3240041732788086
698,15,0.40846723318099976
699,15,0.4795225262641907
700,5,0.3288187086582184
701,1,0.28150874376296997
702,14,0.45892441272735596
703,1,0.3391025960445404
704,0,0.43381404876708984
705,6,0.4719373881816864
706,15,0.45960795879364014
707,15,0.5447720885276794
708,1,0.28292280435562134
709,15,0.23335649073123932
710,15,0.42522695660591125
711,15,0.5722657442092896
712,15,0.5749621391296387
713,15,0.4940994679927826
714,0,0.2981267273426056
715,15,0.4065975248813629
716,1,0.44533514976501465
717,15,0.5133139491081238
718,15,0.5154560208320618
719,15,0.27947258949279785
720,6,0.4642646312713623
721,15,0.5324450731277466
722,15,0.39058905839920044
723,6,0.5566427707672119
724,15,0.3098772466182709
725,14,0.3091770112514496
726,6,0.288646936416626
727,15,0.5013918280601501
728,15,0.36390888690948486
729,15,0.5013760328292847
730,9,0.41785386204719543
731,0,0.38724276423454285
732,15,0.7127392888069153
733,15,0.44712913036346436
734,6,0.4120193421840668
735,15,0.43118301033973694
736,15,0.34006574749946594
737,15,0.6220828294754028
738,14,0.4698621332645416
739,15,0.5011343359947205
740,15,0.30145978927612305
741,14,0.20882835984230042
742,15,0.45680928230285645
743,1,0.20392870903015137
744,15,0.5860186219215393
745,14,0.4064291715621948
746,15,0.6083098649978638
747,15,0.3127463459968567
748,15,0.6015843152999878
749,15,0.37645822763442993
750,15,0.521904706954956
751,15,0.583098292350769
752,15,0.6375791430473328
753,15,0.41025596857070923
754,15,0.6435659527778625
755,15,0.3942100405693054
756,0,0.4406517446041107
757,11,0.4731638431549072
758,11,0.27547577023506165
759,6,0.41772884130477905
760,15,0.38189131021499634
761,15,0.5835953950881958
762,15,0.4989966154098511
763,1,0.37237289547920227
764,1,0.34277594089508057
765,5,0.4800487756729126
766,15,0.532109260559082
767,0,0.3084871470928192
768,7,0.6146174669265747
769,0,0.5355369448661804
770,15,0.35079917311668396
771,15,0.392230749130249
772,15,0.6334450840950012
773,15,0.7218502163887024
774,15,0.6379333734512329
775,15,0.5114186406135559
776,15,0.5350511074066162
777,9,0.24995329976081848
778,7,0.46259984374046326
779,15,0.5573092699050903
780,15,0.7893393635749817
781,14,0.3447868227958679
782,9,0.24496689438819885
783,14,0.3869641423225403
784,15,0.23582077026367188
785,6,0.51922607421875
786,15,0.19886569678783417
787,7,0.6730243563652039
788,8,0.45978212356567383
789,8,0.46010273694992065
790,5,0.2131842076778412
791,6,0.2658952474594116
792,9,0.4490495026111603
793,15,0.4186466932296753
794,14,0.6394369602203369
31917,1,0.3321203291416168
32129,15,0.41807928681373596
32130,6,0.6300893425941467
32131,6,0.5314159989356995
32132,6,0.7190765142440796
32411,6,0.7688405513763428
32395,0,0.6824769377708435
32396,6,0.6176753044128418
32397,15,0.7014447450637817
32398,14,0.6118912696838379
32399,0,0.32353734970092773
32400,9,0.5150173306465149
32401,15,0.4069703221321106
32402,6,0.6456354260444641
32403,2,0.40011727809906006
32404,1,0.567640483379364
32405,1,0.4014594256877899
32406,1,0.75239497423172
32407,6,0.5704666972160339
32408,9,0.4586341977119446
32409,14,0.37558940052986145
32410,1,0.3568280339241028
32457,13,0.4084542691707611
32412,6,0.3917882442474365
32413,6,0.4115566909313202
32414,1,0.4407593607902527
32415,6,0.729382336139679
32416,1,0.5999904274940491
32417,10,0.37033432722091675
32418,0,0.6246059536933899
32419,6,0.45890021324157715
32420,1,0.3622533679008484
32421,15,0.4717842638492584
32422,15,0.4528350234031677
32423,15,0.3102777600288391
32424,15,0.48032376170158386
32425,15,0.4260106384754181
32426,15,0.4217245280742645
32427,13,0.5548843741416931
32428,11,0.42755621671676636
32429,7,0.34316954016685486
32430,6,0.3895673453807831
32431,12,0.43155792355537415
32432,13,0.32254254817962646
32433,6,0.28146427869796753
32458,15,0.8110718727111816
32434,15,0.48588913679122925
32435,15,0.5128298401832581
32436,15,0.5971822738647461
32437,9,0.45887047052383423
32438,15,0.3320081830024719
32439,0,0.6182872653007507
32440,7,0.42125770449638367
32441,0,0.6455973982810974
32442,15,0.7217674851417542
32443,15,0.40156126022338867
32444,15,0.4283756613731384
32445,6,0.36691805720329285
32446,0,0.4660308361053467
32447,6,0.5404403209686279
32448,6,0.3192462921142578
32449,15,0.456996351480484
32450,10,0.37721744179725647
32451,15,0.675284206867218
32452,0,0.47020140290260315
32453,15,0.6302892565727234
32454,0,0.40666213631629944
32455,3,0.3845643401145935
32456,0,0.5656578540802002
32459,14,0.3208489418029785
32460,15,0.31396484375
32461,14,0.2991730570793152
32462,15,0.4487378001213074
32463,6,0.4839952886104584
32464,15,0.5671078562736511
32465,15,0.3959329426288605
32466,15,0.47450190782546997
32467,15,0.34649255871772766
32468,15,0.47660601139068604
32469,1,0.56260746717453
32470,1,0.47966259717941284
32471,6,0.4786565899848938
32472,6,0.6664813160896301
32473,6,0.7407622337341309
32474,6,0.7257117629051208
32475,6,0.5988031625747681
32476,15,0.6145919561386108
32477,6,0.4621586203575134
32478,1,0.4012494683265686
32479,9,0.35275429487228394
32480,15,0.8113688230514526
32481,15,0.4344269931316376
32482,14,0.4119262993335724
32483,14,0.3318266272544861
32507,0,0.5335478186607361
32484,15,0.5758517384529114
32485,1,0.36109307408332825
32486,1,0.41152647137641907
32487,6,0.2834058701992035
32488,6,0.5412659049034119
32489,15,0.6204104423522949
32490,0,0.26171544194221497
32491,7,0.323357492685318
32492,0,0.5698560476303101
32493,15,0.3118321895599365
32494,1,0.5642855763435364
32495,15,0.5696783661842346
32496,6,0.5988100171089172
32497,15,0.5185569524765015
32498,14,0.3461456298828125
32499,15,0.39762356877326965
32500,0,0.5737072229385376
32501,1,0.34409457445144653
32502,15,0.38158974051475525
32503,6,0.5728766918182373
32504,15,0.5524851679801941
32505,15,0.6367161870002747
32506,15,0.7025396227836609
32508,6,0.26717352867126465
32509,6,0.5302357077598572
32510,6,0.5834108591079712
32511,6,0.5302559733390808
32512,6,0.5630094408988953
32513,6,0.5943251848220825
32514,6,0.5302861332893372
32515,6,0.5835134983062744
32516,6,0.6075983047485352
32517,6,0.6074634194374084
32518,6,0.5832914113998413
32519,6,0.5834546089172363
32520,6,0.6076293587684631
32521,6,0.5745073556900024
32522,6,0.5266515612602234
32523,15,0.36964115500450134
32524,14,0.313045471906662
32525,1,0.7471578121185303
32526,15,0.5594455599784851
32527,9,0.33309611678123474
32528,0,0.5697757005691528
32529,15,0.3786173462867737
32530,0,0.3496454656124115
32531,15,0.28302186727523804
32532,15,0.6501578092575073
32533,15,0.49697527289390564
32534,15,0.3912714719772339
32535,1,0.32274794578552246
32536,0,0.517129123210907
32537,1,0.3722553253173828
32538,6,0.3564583659172058
32539,6,0.33525100350379944
32540,15,0.3679956793785095
32541,6,0.22868920862674713
32542,15,0.3802286982536316
32543,8,0.4599235951900482
52761,15,0.42874884605407715
52762,3,0.30214059352874756
52763,1,0.4297032058238983
52764,7,0.6132470965385437
52765,15,0.5377429723739624
52766,15,0.373816579580307
52767,14,0.5211453437805176
52768,3,0.4373982846736908
52769,15,0.31271892786026
52770,14,0.3346259295940399
52771,0,0.46958231925964355
52772,6,0.4042354226112366
52773,1,0.3940878212451935
52774,12,0.3493500053882599
52775,6,0.5148301720619202
52776,15,0.6212155222892761
52777,15,0.6826703548431396
52778,15,0.6522443294525146
52779,15,0.652670681476593
52780,15,0.6527136564254761
52781,15,0.6524388790130615
52782,5,0.4193214476108551
52783,5,0.42201974987983704
57056,10,0.4851565957069397
57057,15,0.3992442786693573
57058,3,0.6108174324035645
57059,15,0.3509501516819
57060,1,0.3687710762023926
57061,14,0.5462803244590759
57062,13,0.4284808337688446
57063,4,0.47940772771835327
57064,15,0.6793800592422485
57065,10,0.3450673818588257
57066,6,0.28071364760398865
57067,15,0.5532028675079346
57068,1,0.5340222716331482
57069,15,0.6388587355613708
57070,15,0.5038723945617676
57071,0,0.43004778027534485
57072,12,0.33678311109542847
57073,0,0.5189999341964722
57074,14,0.5417124032974243
57075,0,0.31922563910484314
57076,0,0.3195938467979431
57077,14,0.3251381516456604
57078,14,0.5765991806983948
57079,1,0.58335280418396
57080,6,0.3886967897415161
57081,15,0.7293971180915833
57082,9,0.7067807912826538
57083,9,0.5188960433006287
57084,1,0.4502826929092407
57085,1,0.4955779016017914
57086,15,0.6432550549507141
57087,1,0.39399001002311707
57088,1,0.5527057647705078
57089,15,0.7451789975166321
57090,1,0.7218843698501587
57091,5,0.32642659544944763
57092,14,0.4406588673591614
57093,6,0.6094541549682617
57094,7,0.4172447621822357
57095,14,0.3023862838745117
57096,15,0.35571369528770447
57097,15,0.3543606996536255
57098,1,0.4305604100227356
57099,6,0.3715877830982208
57100,6,0.39963290095329285
57101,6,0.33994075655937195
57102,6,0.3881615102291107
57103,0,0.5152106881141663
57104,1,0.364755779504776
57105,0,0.4020523428916931
57106,14,0.5004294514656067
57107,1,0.5460883378982544
57108,1,0.5720354914665222
57109,1,0.5450864434242249
57110,1,0.61766117811203
57111,13,0.4849450886249542
57112,1,0.5591874718666077
57113,7,0.4299207031726837
57114,15,0.4072915017604828
57115,0,0.4031122028827667
57116,1,0.5289928913116455
57117,1,0.41982078552246094
57118,0,0.5161810517311096
57119,14,0.4124050438404083
57120,15,0.5343141555786133
57121,15,0.6209701895713806
57122,15,0.6623687148094177
57123,1,0.3963429629802704
57124,1,0.5104508996009827
57125,0,0.2824104130268097
57126,15,0.5857442021369934
57127,15,0.32057300209999084
57128,15,0.5443359017372131
57129,13,0.4257887601852417
57130,15,0.45979779958724976
57131,5,0.47003883123397827
57132,5,0.3827289640903473
57133,14,0.37029391527175903
57134,14,0.36978277564048767
57135,15,0.4429382085800171
57136,0,0.362060010433197
57137,15,0.48295098543167114
57138,0,0.3890344798564911
57139,0,0.47617191076278687
57140,15,0.32422885298728943
59776,7,0.783637523651123
59777,14,0.24578623473644257
59778,11,0.3796664774417877
59779,15,0.5108596682548523
59780,3,0.43796244263648987
